time,lr,batch,dropout,dist,beta,wd,mamba_pool_drop,motif_drop,gat_drop,atom_drop,gin_lr,train_auc,val_auc,test_auc,val_aupr,test_aupr,val_acc,test_acc,epoch,loss,sec,state,err
2025-08-04T20:34:01.059829,8.531564807673896e-06,256,0.08743600355161327,1.0243053126755768,1.0,7.962629641951952e-06,0.1,0.12,0.5,0.12,0.0002,-1,0.9216,0.9184,-1,-1,0.8407,0.8473,113,0.25319362323390193,918.347235918045,ok,
2025-08-04T20:42:28.419307,0.00026992430965346487,192,0.1164523630612524,1.687787512046711,0.514815975853047,1.6654710011915664e-06,0.1740511066081924,0.14434107033836308,0.349132095584618,0.17076544375078648,4.6208420006980837e-05,0.9999773980168781,0.8998,0.899,0.8796023408179315,0.8995698665165257,0.8187,0.795,25,0.06636240847105528,507.12594723701477,early_stop,
2025-08-04T20:46:38.673914,0.00024483024732223834,192,0.11857497479190746,0.5993656781666786,0.5252302575633773,2.0820413881444335e-05,0.13837705909048148,0.15223455824937815,0.38670040530016514,0.11239789315928525,1.8536363315992336e-05,0.9990103900126832,0.8979136297376094,0.9021777471052832,0.8511203672560366,0.8598256592077131,0.8214,0.7978,6,0.2778805993470502,250.03368282318115,early_stop,
2025-08-04T20:50:44.505391,0.00016474209332139453,224,0.11406569696126592,0.7991002387019572,0.7157273015601426,1.1547640756988085e-06,0.12690626006430847,0.1466861232627521,0.37184585982077145,0.1648637857122333,7.18685070500045e-05,0.9975661232912009,0.9021273688046647,0.9016486465761828,0.8977301788042964,0.9186311699716105,0.831,0.8226,6,0.3620582635554583,245.59373927116394,early_stop,
2025-08-04T21:06:07.989545,5.11258801091336e-06,224,0.07416829391655835,1.1876768892753262,1.0449551487983335,3.289434222075333e-05,0.11543386830909882,0.16217727321370332,0.3769274054044953,0.1365288351063863,0.00011779469639677505,-1,0.9174183066083577,0.9235718119776091,-1,-1,0.8365,0.8473,118,0.353778879569401,923.2628967761993,ok,
2025-08-04T21:15:56.003278,1.5429278154592804e-05,192,0.13432494888686722,0.9244554768065165,1.0724344725530395,1.5281334380595507e-05,0.11165158535732403,0.17784557904488602,0.20571170965464117,0.18256267639558277,6.531760763826662e-05,-1,0.9099094995140914,0.919292999003144,-1,-1,0.8297,0.8487,56,0.33356925143463473,587.7867519855499,early_stop,
2025-08-04T21:24:16.614263,1.6136493116885957e-05,192,0.0818306221628392,1.6411719532547022,0.9556261846501957,1.604020926893819e-05,0.0985517272046093,0.1596942610915253,0.14521151399390772,0.13201573209499365,0.0002698683178549613,-1,0.9048,0.9115,-1,-1,0.8228,0.8349,47,0.3142350380918772,500.38480973243713,early_stop,
2025-08-04T21:36:44.269040,7.728867166510333e-06,192,0.041518219190744166,0.7851051252840311,0.7716799792593031,3.897630769849757e-06,0.1363769035804932,0.06483365187331165,0.16972968548176726,0.18609904050573012,4.5938223618935685e-05,0.9999992862531646,0.912,0.9143,0.891139840951501,0.9102533981175585,0.8228,0.8184,63,0.22563877544379737,747.42995262146,early_stop,
2025-08-04T21:45:59.436226,1.7433734722735065e-05,288,0.14351740081783673,1.1414164970261582,1.0617824239931015,3.947690431077713e-06,0.12489321341675855,0.13717488911799391,0.36723192772329394,0.07330869538619052,1.711503625344237e-05,-1,0.9043,0.9122,-1,-1,0.8283,0.8391,57,0.3833026112830252,554.9447093009949,early_stop,
2025-08-04T21:59:59.241133,5.897405667199347e-06,192,0.0467449007985032,0.8141647538259668,1.2419489620895061,1.4138917122458524e-05,0.18324454557561476,0.17882785521981165,0.4524276361592744,0.13291333246658124,0.0003863868838451385,-1,0.9090211977648203,0.9188789203281957,-1,-1,0.8407,0.8349,84,0.3392241622049252,839.5762124061584,early_stop,
2025-08-04T22:15:08.160944,0.00021747883020954134,288,0.14333132169581497,0.5794317241998967,0.8359606797383125,2.3605983211222123e-05,0.0661704128501268,0.15637950719074467,0.1184348585450177,0.09102103393210598,5.122650961798805e-05,-1,0.8949,0.8945,-1,-1,0.8214,0.8432,187,0.014714110567820312,908.6771330833435,ok,
2025-08-04T22:26:01.180387,2.4838121312217208e-05,320,0.10362356406190584,1.3490150152698264,0.8622432338072694,3.0063296848471683e-05,0.06360034904377077,0.08993429643397183,0.2717999800560391,0.11640991689757789,0.00032441118272563473,1.0,0.9085201044703597,0.9180584311019093,0.8713151070734101,0.908322487059314,0.8338,0.8432,56,0.19248523671265097,652.7862846851349,early_stop,
2025-08-04T22:39:01.921538,1.1649538988729563e-05,192,0.06490326670718882,0.9257434003822934,1.158817224438328,3.976529180671884e-06,0.0807711173456482,0.06950371348137269,0.3721161620164274,0.0610800659235506,4.549521996691713e-05,1.0,0.9051,0.9129,0.8642975406884141,0.9028972521691967,0.8228,0.8281,63,0.21876411790979208,780.5097532272339,early_stop,
2025-08-04T22:47:29.914317,2.3756432110495894e-05,288,0.13906158699993273,0.7576345580055943,0.8445914450007712,1.7121458414588789e-06,0.17278502620181205,0.19235992327422383,0.17769099418397383,0.057462299703680116,0.00016882718279035572,-1,0.9134323372206025,0.906142167011732,-1,-1,0.8338,0.8322,42,0.33547390343324845,507.7542474269867,early_stop,
2025-08-04T22:53:09.934035,0.00023637344858782057,256,0.04042491165762331,1.746477528545769,0.7122209375700211,2.797295457779449e-06,0.08907971509356218,0.09666983993069814,0.47632895977592704,0.12149218943192217,7.13747328193505e-05,0.9998162101898781,0.9016262755102041,0.897645886051683,0.8906098669925219,0.9007456159749134,0.8269,0.8102,6,0.2698065150639824,339.7764308452606,early_stop,
